"taxon_key","scientific_name","common_name","phylum","sub_phylum","super_class","class","super_order","order","suborder_infraorder","family","genus","species","comments_names","is_retired","taxon_group_id","taxon_level_id","functional_group_id","commercial_group_id","commercial","isscaap_id","cell_id","super_target","fb_spec_code","slb_spec_code","cla_code","ord_code","fam_code","gen_code","spe_code","slb_cla_code","slb_ord_code","slb_fam_code","slb_gen_code","is_use","is_taxa_used","is_mariculture_only","is_baltic_only","sl_max","slbl_max_type","sl_max_2","comments_sl_max","tl","se_tl","comments_tl","lat_north","lat_south","min_depth","max_depth","loo","woo","k","a","b","comments_growth","has_habitat_index","has_map","map_year","vulnerability","resilience","updated_by","date_updated","lineage","true_min_depth","true_max_depth"
503663,"Vimba","Vimba breams","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Cypriniformes","NA","Cyprinidae","Vimba","","Changed common name from Vimba to Vimba breams (Sep 21, 2012)",f,1,5,5,12,2,11,344,3,,,6,30,122,9705,,,,,,f,f,f,t,34,"",,"",3.05,0.18,"Mean TL of species in this family; seTL being StDev/Sqrt(N)",64,35,0,9999,,,,,,"Slmax and Lat Ranges computed from the average of 2 commercial species of Vimba.",t,f,,"","","Deng","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Cypriniformes.NA.Cyprinidae.Vimba","",""
500816,"Carcharhinus","Sharp-nosed sharks","Chordata","Vertebrata","Chondrichthyes","Elasmobranchii","NA","Carcharhiniformes","NA","Carcharhinidae","Carcharhinus","","Changed common name from Sharks using Latin name; Changed common name from Carcharhinus to Sharks (Sep 21, 2012)",f,1,5,20,9,,38,,4,,,4,8,11,1358,,,,,,f,f,f,f,235,"",,"",4.26,0.05,"Mean TL of species in this genus; seTL being StDev/Sqrt(N)",45,-52,0,9999,,,,,,"",t,f,,"","","Deng","2018-10-09","Chordata.Vertebrata.Chondrichthyes.Elasmobranchii.NA.Carcharhiniformes.NA.Carcharhinidae.Carcharhinus","",""
500639,"Alopias","Thresher sharks","Chordata","Vertebrata","Chondrichthyes","Elasmobranchii","NA","Lamniformes","NA","Alopiidae","Alopias","","",f,1,5,20,9,1,38,268,4,,,4,7,486,6653,,,,,,f,t,f,f,446,"",,"",4.5,0,"",67,-58,0,9999,,,,,,"",t,t,,"","","","2018-10-09","Chordata.Vertebrata.Chondrichthyes.Elasmobranchii.NA.Lamniformes.NA.Alopiidae.Alopias","",""
610264,"Diaphus effulgens","Headlight fish","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Myctophiformes","NA","Myctophidae","Diaphus","hudsoni","",f,1,6,7,12,,,,,10264,,6,40,167,6596,10264,,,,,,,,f,15,"",,"",8.4,,"",50,-49,0,9999,,,,,,"",t,f,,"27.51","","Sarah","2018-10-09","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Myctophiformes.NA.Myctophidae.Diaphus.Hudsoni","",""
190195,"Mollusca","Clams, seasnails, squids, octopuses","Mollusca","","","","","","","","","","Changed from Marine shells not identified",f,3,1,29,11,2,81,22,8,,,,,,,,,,,,t,f,f,f,13,"",,"",2.1,0.13,"",90,-90,0,50,,,,,,"",t,t,,"","","Deng","2018-10-10","Mollusca","",""
290056,"Pteriomorphia","Clams, cockles, arkshells","Mollusca","NA","NA","Bivalvia","Pteriomorphia","","","","","","Changed from Clams or cockles and arkshells",f,3,2,29,11,1,56,16,8,,,,,,,,,,,,t,t,t,f,15,"",,"",2.27,,"",90,-90,10,100,,,,,,"",t,t,,"","","Deng","2018-10-10","Mollusca.NA.NA.Bivalvia.Pteriomorphia","",""
300044,"Gadiformes","Cods","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Gadiformes","","","","","",f,1,3,14,5,1,32,48,3,,,6,44,,,,,,,,f,t,f,f,70,"",,"",3.91,0.06,"",89,-79,0,9999,,,,,,"Avg Slmax",t,t,,"","","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Gadiformes","",""
400416,"Scombridae","Mackerels, tunas, bonitos","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Scombridae","","","",f,1,4,2,3,1,36,156,2,,,6,60,416,,,,,,,f,t,t,f,125,"",,"",4.26,0.07,"",70,-60,0,9999,,,,,,"",t,t,,"","","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Scombridae","",""
400475,"Hemiramphidae","Halfbeaks, garfishes","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Beloniformes","NA","Hemiramphidae","","","Changed common name from Halfbeaks",f,1,4,2,12,1,39,171,1,,,6,51,475,,,,,,,f,t,f,f,33,"",,"",2.82,0.36,"",90,-90,0,5,,,,,,"",t,t,,"","","Deng","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Beloniformes.NA.Hemiramphidae","",""
400324,"Nemipteridae","Threadfins, whiptail breams","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Nemipteridae","","","",f,1,4,4,3,1,33,126,3,,,6,60,324,,,,,,,f,t,f,f,23,"",,"",3.51,0.11,"",37,-36,0,225,,,,,,"",t,f,,"","","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Nemipteridae","",""
400327,"Haemulidae","Grunts, sweetlips, bonnetmouths","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Haemulidae","","","Changed common name from Grunts",f,1,4,5,3,1,33,128,3,,,6,60,327,,,,,,,f,t,f,f,47,"",,"",3.36,0.07,"",47,-36,0,200,,,,,,"",t,t,,"","","Deng","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Haemulidae","",""
400382,"Nototheniidae","Cod icefishes","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Nototheniidae","","","",f,1,4,12,3,1,33,145,3,,,6,60,382,,,,,,,f,t,f,f,49,"",,"",3.47,0.18,"",-16,-86,0,3850,,,,,,"",t,t,,"","","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Nototheniidae","",""
400425,"Stromateidae","Butterfishes","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Stromateidae","","","",f,1,4,13,3,1,37,159,3,,,6,60,425,,,,,,,f,t,f,f,37,"",,"",3.62,0.22,"",60,-55,5,420,,,,,,"",t,t,,"","","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Stromateidae","",""
400421,"Centrolophidae","Medusafishes","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Centrolophidae","","","",f,1,4,14,3,1,34,158,1,,,6,60,421,,,,,,,f,t,f,f,69,"",,"",3.65,0.35,"",68,-56,0,1500,,,,,,"",t,t,,"","","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Centrolophidae","",""
400010,"Scyliorhinidae","Cat/swellsharks","Chordata","Vertebrata","Chondrichthyes","Elasmobranchii","NA","Carcharhiniformes","NA","Scyliorhinidae","","","Changed common name from Cat sharks to Cat-, swellsharks to differentiate from Scyliorhinus",f,1,4,20,9,1,38,62,4,,,4,8,10,,,,,,,f,t,f,f,76,"",,"",3.97,0.12,"",66,-56,0,2500,,,,,,"",t,t,,"","","Deng","2018-10-10","Chordata.Vertebrata.Chondrichthyes.Elasmobranchii.NA.Carcharhiniformes.NA.Scyliorhinidae","",""
400514,"Paralichthyidae","Largetooth flounders","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Pleuronectiformes","NA","Paralichthyidae","","","",f,1,4,23,7,2,31,177,3,,,6,61,514,,,,,,,f,f,f,f,57,"",,"",4.06,0.12,"Mean TL of species in this family; seTL being StDev/Sqrt(N)",66,-51,0,549,,,,,,"",t,t,,"","","Deng","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Pleuronectiformes.NA.Paralichthyidae","",""
500468,"Scomberoides","Queenfishes","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Carangidae","Scomberoides","","",f,1,5,2,3,1,37,253,1,,,6,60,314,7487,,,,,,f,t,f,f,79,"",,"",4.47,0.02,"",34,-50,0,110,,,,,,"",t,t,,"","","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Carangidae.Scomberoides","",""
500598,"Trachinotus","Pompanos","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Carangidae","Trachinotus","","",f,1,5,2,3,1,37,265,1,,,6,60,314,2819,,,,,,f,t,f,f,58,"",,"",3.69,0.33,"",66,-37,0,200,,,,,,"",t,t,,"","","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Carangidae.Trachinotus","",""
500856,"Chirocentrus","Wolf herrings","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Clupeiformes","NA","Chirocentridae","Chirocentrus","","",f,1,5,3,2,1,35,287,2,,,6,28,45,9307,,,,,,f,t,f,f,100,"",,"",4.3,0.1,"",35,-33,0,150,,,,,,"",t,t,,"","","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Clupeiformes.NA.Chirocentridae.Chirocentrus","",""
502730,"Pontinus","Rock/scorpionfishes","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Scorpaeniformes","NA","Scorpaenidae","Pontinus","","Changed common name from Pontinus to Scorpionfishes (Sep 21, 2012)",f,1,5,5,8,2,34,332,3,,,6,59,264,7466,,,,,,f,f,f,f,42,"",,"",3.78,0.28,"",42,-8,100,600,,,,,,"",t,t,,"","","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Scorpaeniformes.NA.Scorpaenidae.Pontinus","",""
500147,"Argentina","Argentines","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Osmeriformes","NA","Argentinidae","Argentina","","",f,1,5,11,6,1,23,234,3,,,6,35,83,302,,,,,,f,t,f,f,52,"",,"",3.35,0.04,"",75,25,50,1440,,,,,,"",t,t,,"","","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Osmeriformes.NA.Argentinidae.Argentina","",""
500716,"Epigonus","Deepwater cardinalfishes","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Epigonidae","Epigonus","","Changed common name from Cardinalfishes to Deepwater cardinafishes to differentiate from Apogonidae",f,1,5,11,3,1,39,279,3,,,6,60,507,3783,,,,,,f,t,f,f,66,"",,"",3.5,,"",65,-43,75,1200,,,,,,"",t,t,,"","","Deng","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Epigonidae.Epigonus","",""
500686,"Gaidropsarus","Rocklings","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Gadiformes","NA","Lotidae","Gaidropsarus","","",f,1,5,14,5,1,32,276,3,,,6,44,505,8034,,,,,,f,t,f,f,33,"",,"",3.4,0.07,"",76,35,0,2000,,,,,,"",t,t,,"","","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Gadiformes.NA.Lotidae.Gaidropsarus","",""
501241,"Drepane","Sicklefishes","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Drepaneidae","Drepane","","Changed common name from Drepane to Sicklefishes (Sep 21, 2012)",f,1,5,14,3,,13,,3,,,6,60,510,4839,,,,,,f,f,f,f,38,"",,"",3.32,,"Mean TL of species in this genus; seTL being StDev/Sqrt(N)",32,-22,10,49,,,,,,"",t,t,,"","","Deng","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Drepaneidae.Drepane","",""
500732,"Ogcocephalus","Batfishes","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Lophiiformes","NA","Ogcocephalidae","Ogcocephalus","","Changed common name from Ogcocephalus to Batfishes (Sep 21, 2012)",f,1,5,16,12,2,39,281,3,,,6,47,194,2857,,,,,,f,f,f,f,20,"",,"",3.36,0.54,"",37,-20,0,348,,,,,,"",t,f,,"","","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Lophiiformes.NA.Ogcocephalidae.Ogcocephalus","",""
502582,"Hyporhamphus","Sea garfishes","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Beloniformes","NA","Hemiramphidae","Hyporhamphus","","Changed common name from Hyporhampus to Halfbeaks (Sep 21, 2012)",f,1,5,16,12,,39,,1,,,6,51,475,2029,,,,,,f,f,f,f,33,"",,"",3.3,0.09,"Mean TL of species in this genus; seTL being StDev/Sqrt(N)",55,-48,0,50,,,,,,"",t,t,,"","","Deng","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Beloniformes.NA.Hemiramphidae.Hyporhamphus","",""
502364,"Paralabrax","Sand basses","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Serranidae","Paralabrax","","Changed common name from Paralabrax to Sand basses (Sep 21, 2012)",f,1,5,17,3,2,33,,3,,,6,60,289,5586,,,,,,f,f,f,f,41,"",,"",4.14,0.68,"",31,-34,60,180,,,,,,"",t,t,,"","","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Serranidae.Paralabrax","",""
502403,"Eucinostomus","Mojarras","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Gerreidae","Eucinostomus","","Changed common name from Eucinostomus to Mojarras (Sep 21, 2012)",f,1,5,18,3,1,33,327,3,,,6,60,326,722,,,,,,f,t,f,f,16,"",,"",3.5,,"",90,-90,0,50,,,,,,"",t,t,,"","","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Gerreidae.Eucinostomus","",""
500814,"Scyliorhinus","Catsharks","Chordata","Vertebrata","Chondrichthyes","Elasmobranchii","NA","Carcharhiniformes","NA","Scyliorhinidae","Scyliorhinus","","Changed common name from Lesser catsharks to Catsharks (Sep 21, 2012)",f,1,5,19,9,1,38,285,4,,,4,8,10,694,,,,,,f,t,f,f,115,"",,"",3.86,0.17,"",64,12,0,780,,,,,,"",t,t,,"","","","2018-10-10","Chordata.Vertebrata.Chondrichthyes.Elasmobranchii.NA.Carcharhiniformes.NA.Scyliorhinidae.Scyliorhinus","",""
501026,"Cynoglossus","Tonguesoles","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Pleuronectiformes","NA","Cynoglossidae","Cynoglossus","","Changed common name from Cynoglossus to Tonguesoles (Sep 21, 2012)",f,1,5,23,7,,31,,3,,,6,61,442,1404,,,,,,f,f,f,f,33,"",,"",3.36,0.07,"Mean TL of species in this family; seTL being StDev/Sqrt(N)",30,-35,0,961,,,,,,"No species in SAUP Taxon table, SLMax from avg SL of 8 commercial species of Ino-West Pacific.",t,f,,"","","Deng","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Pleuronectiformes.NA.Cynoglossidae.Cynoglossus","",""
502906,"Pseudorhombus","False diamond flounders","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Pleuronectiformes","NA","Paralichthyidae","Pseudorhombus","","Changed common name from Pseudorhombus to Flounders (Sep 21, 2012)",f,1,5,23,7,,31,,3,,,6,61,514,3700,,,,,,f,f,f,f,29,"",,"",4.06,0.12,"Mean TL of species in this family; seTL being StDev/Sqrt(N)",40,-25,7,270,,,,,,"",t,f,,"","","Deng","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Pleuronectiformes.NA.Paralichthyidae.Pseudorhombus","",""
604221,"Etropus crossotus","Fringed flounder","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Pleuronectiformes","NA","Paralichthyidae","Etropus","crossotus","",f,1,6,23,7,,31,,,4221,,6,61,514,10020,4221,,,,,,,,f,16.4,"",,"",6,,"",37,-33,0,65,,,,,,"",t,f,,"10","High","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Pleuronectiformes.NA.Paralichthyidae.Etropus.Crossotus","",""
604260,"Trinectes maculatus","Hogchoker","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Pleuronectiformes","NA","Achiridae","Trinectes","maculatus","",f,1,6,23,7,,31,,,4260,,6,61,516,2657,4260,,,,,,,,f,16.74385965,"",,"",6,,"",43,9,0,75,,,,,,"",t,f,,"36.78","Medium","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Pleuronectiformes.NA.Achiridae.Trinectes.Maculatus","",""
604245,"Pleuronectes putnami","American smooth flounder","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Pleuronectiformes","NA","Pleuronectidae","Pleuronectes","putnami","",f,1,6,23,7,,31,,,4245,,6,61,440,2193,4245,,,,,,,,f,23.85,"",,"",6,,"",60,41,1,27,,,,,,"",t,f,,"37.53","Medium","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Pleuronectiformes.NA.Pleuronectidae.Pleuronectes.Putnami","",""
601322,"Bothus myriaster","Indo-Pacific oval flounder","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Pleuronectiformes","NA","Bothidae","Bothus","myriaster","",f,1,6,23,7,,31,,,1322,,6,61,439,8354,1322,,,,,,,,f,22.71732912,"",,"",6,,"",37,-32,10,155,,,,,,"",t,f,,"31.87","Medium","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Pleuronectiformes.NA.Bothidae.Bothus.Myriaster","",""
600980,"Paralichthys albigutta","Gulf flounder","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Pleuronectiformes","NA","Paralichthyidae","Paralichthys","albigutta","",f,1,6,23,7,,31,,,980,,6,61,514,665,980,,,,,,,,f,58.149,"",,"",6,,"",37,20,19,130,,,,,,"",t,f,,"46.78","Medium","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Pleuronectiformes.NA.Paralichthyidae.Paralichthys.Albigutta","",""
613966,"Hippoglossina macrops","Bigeye flounder","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Pleuronectiformes","NA","Paralichthyidae","Hippoglossina","macrops","",f,1,6,23,7,,31,,,13966,,6,61,514,8207,13966,,,,,,,,f,35,"",,"",3.7,,"",24,-47,35,500,,,,,,"",t,f,,"35.27","High","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Pleuronectiformes.NA.Paralichthyidae.Hippoglossina.Macrops","",""
601376,"Pseudorhombus natalensis","Natal flounders","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Pleuronectiformes","NA","Paralichthyidae","Pseudorhombus","natalensis","",f,1,6,23,7,,31,,,1376,,6,61,514,3700,1376,,,,,,,,f,12.285,"",,"",6,,"",23,-23,60,260,,,,,,"",t,f,,"14.21","High","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Pleuronectiformes.NA.Paralichthyidae.Pseudorhombus.Natalensis","",""
601323,"Chascanopsetta lugubris","Pelican flounder","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Pleuronectiformes","NA","Bothidae","Chascanopsetta","lugubris","",f,1,6,23,7,,31,,,1323,,6,61,439,1266,1323,,,,,,,,f,35.60270937,"",,"",6,,"",40,-32,60,3210,,,,,,"",t,f,,"43.64","Medium","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Pleuronectiformes.NA.Bothidae.Chascanopsetta.Lugubris","",""
606083,"Cynoglossus macrostomus","Malabar tonguesole","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Pleuronectiformes","NA","Cynoglossidae","Cynoglossus","macrostomus","",f,1,6,23,7,,31,,,6083,,6,61,442,1404,6083,,,,,,,,f,15.7648499,"",,"",6,,"",23,-23,0,25,,,,,,"",t,f,,"27.47","High","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Pleuronectiformes.NA.Cynoglossidae.Cynoglossus.Macrostomus","",""
600981,"Paralichthys lethostigma","Southern flounder","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Pleuronectiformes","NA","Paralichthyidae","Paralichthys","lethostigma","",f,1,6,23,7,,31,,,981,,6,61,514,665,981,,,,,,,,f,67.97949,"",,"",6,,"",37,26,10,43,,,,,,"",t,f,,"43.52","Medium","","2018-10-10","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Pleuronectiformes.NA.Paralichthyidae.Paralichthys.Lethostigma","",""
604948,"Cynoglossus canariensis","Canary tonguesole","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Pleuronectiformes","NA","Cynoglossidae","Cynoglossus","canariensis","",f,1,6,23,7,,31,,3,4948,,6,61,442,1404,4948,,,,,t,t,,f,56.03862,"",,"",6,,"",21,-10,10,300,52,,0.5,0.0026,3.07,"",t,t,2019,"35.51","Medium","","2019-11-16","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Pleuronectiformes.NA.Cynoglossidae.Cynoglossus.Canariensis","",""
600983,"Caulolatilus chrysops","Atlantic goldeneye tilefish","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Malacanthidae","Caulolatilus","chrysops","",f,1,6,5,3,1,34,877,3,983,,6,60,308,1615,983,,,,,f,t,f,f,49,"",,"",3.62,0.51,"",34,-24,76,244,49.2,1303,0.18,0.01,3.1,"SLmax from Estimates table; SLinf from SLmax of Estimates table; K from Estimates table.",t,f,,"48.76","Medium","Deng","2019-06-05","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Malacanthidae.Caulolatilus.Chrysops","",""
608056,"Ophichthus apicalis","Bluntnose snake-eel","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Anguilliformes","NA","Ophichthidae","Ophichthus","apicalis","",f,,6,1,1,,,,,8056,,6,26,66,1991,8056,,,,,f,f,f,f,,"",,"",,,"",,,0,22,,,0.48,0.00126,2.93,"",t,t,,"27.83","High","Deng","2019-11-21","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Anguilliformes.NA.Ophichthidae.Ophichthus.Apicalis","",""
600002,"Oreochromis niloticus","Nile tilapia","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Cichlidae","Oreochromis","niloticus","",f,,6,1,1,,,,,2,,6,60,349,3459,2,,,,,f,f,f,f,,"",,"",,,"",,,0,20,,,0.35,0.0195,2.98,"",t,t,,"30.47","Medium","Deng","2019-11-21","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Cichlidae.Oreochromis.Niloticus","",""
601145,"Orthopristis ruber","Corocoro grunt","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Haemulidae","Orthopristis","ruber","",f,,6,1,1,,,,,1145,,6,60,327,1542,1145,,,,,f,f,f,f,,"",,"",,,"",,,1,70,,,0.35,0.0128825,2.97,"",t,t,,"32.67","Medium","Deng","2019-11-21","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Haemulidae.Orthopristis.Ruber","",""
509367,"Polyprion","Wreckfishes","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Polyprionidae","Polyprion","","",f,1,5,6,3,1,39,653,3,,,6,60,513,5630,,,,,,f,t,f,f,181,"",,"",3.83,0.59,"",70,-55,40,854,,,,,,"",f,f,,"75.79","Low","Deng","2018-10-25","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Polyprionidae.Polyprion","",""
606605,"Ostorhinchus fasciatus","Broadbanded cardinalfish","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Apogonidae","Ostorhinchus","fasciatus","",f,,6,1,1,,,,,6605,,6,60,304,4031,6605,,,,,f,f,f,f,,"",,"",,,"",,,2,128,,,1.18,0.0132,3.08,"",t,t,,"12.01","High","Deng","2019-11-21","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Apogonidae.Ostorhinchus.Fasciatus","",""
603335,"Paralabrax clathratus","Kelp bass","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Serranidae","Paralabrax","clathratus","",f,,6,1,1,,,,,3335,,6,60,289,5586,3335,,,,,f,f,f,f,,"",,"",,,"",,,1,61,,,0.1,0.00851,3.03,"",t,t,,"66.65","Low","Deng","2019-11-21","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Serranidae.Paralabrax.Clathratus","",""
603336,"Paralabrax maculatofasciatus","Spotted sand bass","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Serranidae","Paralabrax","maculatofasciatus","",f,,6,1,1,,,,,3336,,6,60,289,5586,3336,,,,,f,f,f,f,,"",,"",,,"",,,1,61,,,0.3,0.0158,3.06,"",t,t,,"36.61","Medium","Deng","2019-11-21","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Serranidae.Paralabrax.Maculatofasciatus","",""
603337,"Paralabrax nebulifer","Barred sand bass","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Serranidae","Paralabrax","nebulifer","",f,,6,1,1,,,,,3337,,6,60,289,5586,3337,,,,,f,f,f,f,,"",,"",,,"",,,1,183,,,0.17,,,"",t,t,,"53.81","Medium","Deng","2019-11-21","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Serranidae.Paralabrax.Nebulifer","",""
610573,"Paralichthys adspersus","Fine flounder","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Pleuronectiformes","NA","Paralichthyidae","Paralichthys","adspersus","",f,,6,1,1,,,,,10573,,6,61,514,665,10573,,,,,f,f,f,f,,"",,"",,,"",,,1,50,,,0.24,0.00692,3.13,"",t,t,,"45.45","Medium","Deng","2019-11-21","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Pleuronectiformes.NA.Paralichthyidae.Paralichthys.Adspersus","",""
600522,"Paraplagusia bilineata","Doublelined tonguesole","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Pleuronectiformes","NA","Cynoglossidae","Paraplagusia","bilineata","",f,,6,1,1,,,,,522,,6,61,442,3798,522,,,,,f,f,f,f,,"",,"",,,"",,,1,25,,,0.45,0.0102,2.97,"",t,t,,"27.95","High","Deng","2019-11-21","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Pleuronectiformes.NA.Cynoglossidae.Paraplagusia.Bilineata","",""
604584,"Parapristipoma trilineatum","Chicken grunt","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Haemulidae","Parapristipoma","trilineatum","",f,,6,1,1,,,,,4584,,6,60,327,9340,4584,,,,,f,f,f,f,,"",,"",,,"",,,0,100,,,0.3,0.00912,3.02,"",t,t,,"36.17","Medium","Deng","2019-11-21","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Haemulidae.Parapristipoma.Trilineatum","",""
612353,"Paristiopterus gallipavo","Yellowspotted boarfish","Chordata","Vertebrata","Osteichthyes","Actinopterygii","NA","Perciformes","NA","Pentacerotidae","Paristiopterus","gallipavo","",f,,6,1,1,,,,,12353,,6,60,345,7309,12353,,,,,f,f,f,f,,"",,"",,,"",,,60,260,,,0.5,0.02,3.01,"",t,t,,"33.6","High","Deng","2019-11-21","Chordata.Vertebrata.Osteichthyes.Actinopterygii.NA.Perciformes.NA.Pentacerotidae.Paristiopterus.Gallipavo","",""
