taxon_key,scientific_name,common_name,functional_group_id,commercial_group_id,fg_name,cg_name
601456,Etrumeus whiteheadi,Whitehead's round herring,1,2,Small pelagics (<30 cm),Herring-likes
605123,Exocoetus monocirrhus,Barbel flyingfish,1,12,Small pelagics (<30 cm),Other fishes & inverts
200538,Chondrichthyes,"Sharks, rays, chimaeras",20,9,Large sharks (>=90 cm),Sharks & rays
400313,Echeneidae,Remoras,3,3,Large pelagics (>=90 cm),Perch-likes
400176,Percopsidae,Trout-perches,4,12,Small demersals (<30 cm),Other fishes & inverts
690023,Illex argentinus,Argentine shortfin squid,25,12,Cephalopods,Other fishes & inverts
690058,Artemia salina,Brine shrimp,26,10,Shrimps,Crustaceans
600339,Menidia menidia,Atlantic silverside,1,12,Small pelagics (<30 cm),Other fishes & inverts
623049,Cheilopogon unicolor,Limpidwing flyingfish,2,12,Medium pelagics (30 - 89 cm),Other fishes & inverts
605807,Monodactylus argenteus,Silver moony,1,3,Small pelagics (<30 cm),Perch-likes
601606,Dorosoma petenense,Threadfin shad,1,2,Small pelagics (<30 cm),Herring-likes
601030,Cheilopogon melanurus,Atlantic flyingfish,1,12,Small pelagics (<30 cm),Other fishes & inverts
605122,Cypselurus poecilopterus,Yellowing flyingfish,1,12,Small pelagics (<30 cm),Other fishes & inverts
600340,Eleutheronema tetradactylum,Fourfinger threadfin,6,3,Large demersals (>=90 cm),Perch-likes
601625,Ilisha africana,West African ilisha,2,2,Medium pelagics (30 - 89 cm),Herring-likes
601199,Umbrina coroides,Sand drum,5,3,Medium demersals (30 - 89 cm),Perch-likes
600238,Salmo trutta,Sea trout,3,6,Large pelagics (>=90 cm),"Salmon, smelts, etc"
603241,Menidia beryllina,Inland silverside,1,12,Small pelagics (<30 cm),Other fishes & inverts
604712,Acipenser gueldenstaedtii,Danube sturgeon,6,12,Large demersals (>=90 cm),Other fishes & inverts
601604,Dorosoma cepedianum,American gizzard shad,2,2,Medium pelagics (30 - 89 cm),Herring-likes
601517,Sardinella sindensis,Sind sardinella,1,2,Small pelagics (<30 cm),Herring-likes
601507,Sardinella fimbriata,Fringescale sardinella,1,2,Small pelagics (<30 cm),Herring-likes
600625,Coilia dussumieri,Goldspotted grenadier anchovy,1,1,Small pelagics (<30 cm),Anchovies
601619,Anodontostoma chacunda,Chacunda gizzard shad,1,2,Small pelagics (<30 cm),Herring-likes
601608,Clupanodon thrissa,Chinese gizzard shad,1,2,Small pelagics (<30 cm),Herring-likes
600692,Lichia amia,Leerfish,3,3,Large pelagics (>=90 cm),Perch-likes
601529,Lile stolifera,Pacific piquitinga,1,2,Small pelagics (<30 cm),Herring-likes
601589,Brevoortia patronus,Gulf menhaden,2,2,Medium pelagics (30 - 89 cm),Herring-likes
600611,Setipinna taty,Scaly hairfin anchovy,1,1,Small pelagics (<30 cm),Anchovies
601592,Brevoortia tyrannus,Atlantic menhaden,2,2,Medium pelagics (30 - 89 cm),Herring-likes
690354,Martialia hyadesi,Sevenstar flying squid,25,12,Cephalopods,Other fishes & inverts
603703,Astroscopus guttatus,Northern stargazer,5,3,Medium demersals (30 - 89 cm),Perch-likes
601454,Dussumieria elopsoides,Slender rainbow sardine,1,2,Small pelagics (<30 cm),Herring-likes
601481,Harengula thrissina,Pacific flatiron herring,1,2,Small pelagics (<30 cm),Herring-likes
601077,Lobotes surinamensis,Tripletail,15,3,Large benthopelagics (>=90 cm),Perch-likes
605030,Sphyraena afra,Guinean barracuda,3,3,Large pelagics (>=90 cm),Perch-likes
601471,Clupeonella engrauliformis,Anchovy sprat,1,2,Small pelagics (<30 cm),Herring-likes
600006,Coryphaena hippurus,Common dolphinfish,3,3,Large pelagics (>=90 cm),Perch-likes
600039,Aphia minuta,Transparent goby,4,3,Small demersals (<30 cm),Perch-likes
601236,Sphyraena guachancho,Guachanche barracuda,3,3,Large pelagics (>=90 cm),Perch-likes
600113,Sarda chiliensis,Eastern Pacific bonito,2,4,Medium pelagics (30 - 89 cm),Tuna & billfishes
601765,Sphyraena sphyraena,European barracuda,3,3,Large pelagics (>=90 cm),Perch-likes
600943,Acanthurus chirurgus,Doctorfish,1,1,Small pelagics (<30 cm),Anchovies
600385,Chloroscombrus chrysurus,Atlantic bumper,2,3,Medium pelagics (30 - 89 cm),Perch-likes
609888,Cubiceps capensis,Cape fathead,2,3,Medium pelagics (30 - 89 cm),Perch-likes
601452,Chirocentrus nudus,Whitefin wolf-herring,3,2,Large pelagics (>=90 cm),Herring-likes
600219,Kajikia albida,Atlantic white marlin,3,4,Large pelagics (>=90 cm),Tuna & billfishes
600223,Kajikia audax,Striped marlin,3,4,Large pelagics (>=90 cm),Tuna & billfishes
600216,Makaira nigricans,Blue marlin,3,4,Large pelagics (>=90 cm),Tuna & billfishes
600364,Pomatomus saltatrix,Bluefish,3,3,Large pelagics (>=90 cm),Perch-likes
600218,Makaira mazara,Indo-Pacific blue marlin,3,4,Large pelagics (>=90 cm),Tuna & billfishes
600220,Tetrapturus pfluegeri,Longbill spearfish,3,4,Large pelagics (>=90 cm),Tuna & billfishes
601823,Tetrapturus belone,Mediterranean spearfish,3,4,Large pelagics (>=90 cm),Tuna & billfishes
600875,Carcharhinus longimanus,Oceanic whitetip shark,20,9,Large sharks (>=90 cm),Sharks & rays
600303,Cololabis saira,Pacific saury,2,12,Medium pelagics (30 - 89 cm),Other fishes & inverts
600146,Thunnus obesus,Bigeye tuna,3,4,Large pelagics (>=90 cm),Tuna & billfishes
601584,Alosa sapidissima,American shad,2,2,Medium pelagics (30 - 89 cm),Herring-likes
600243,Oncorhynchus nerka,Sockeye salmon,2,6,Medium pelagics (30 - 89 cm),"Salmon, smelts, etc"
600107,Katsuwonus pelamis,Skipjack tuna,3,4,Large pelagics (>=90 cm),Tuna & billfishes
600366,Trachurus japonicus,Japanese jack mackerel,5,3,Medium demersals (30 - 89 cm),Perch-likes
600256,Thaleichthys pacificus,Eulachon,1,6,Small pelagics (<30 cm),"Salmon, smelts, etc"
601664,Engraulis mordax,Californian anchovy,1,1,Small pelagics (<30 cm),Anchovies
600203,Boops boops,Bogue,5,3,Medium demersals (30 - 89 cm),Perch-likes
690296,Doryteuthis gahi,Patagonian squid,25,12,Cephalopods,Other fishes & inverts
600993,Decapterus macarellus,Mackerel scad,2,3,Medium pelagics (30 - 89 cm),Perch-likes
601663,Engraulis japonicus,Japanese anchovy,1,1,Small pelagics (<30 cm),Anchovies
600066,Engraulis encrasicolus,European anchovy,1,1,Small pelagics (<30 cm),Anchovies
600368,Trachurus symmetricus,Pacific jack mackerel,2,3,Medium pelagics (30 - 89 cm),Perch-likes
601502,Sardinella albella,White sardinella,16,2,Small reef assoc. fish (<30 cm),Herring-likes
600253,Osmerus mordax mordax,Rainbow smelt,1,6,Small pelagics (<30 cm),"Salmon, smelts, etc"
601520,Clupea pallasii pallasii,Pacific herring,2,2,Medium pelagics (30 - 89 cm),Herring-likes
690430,Nototodarus sloanii,Wellington flying squid,25,12,Cephalopods,Other fishes & inverts
690198,Todarodes pacificus,Japanese flying squid,25,12,Cephalopods,Other fishes & inverts
605382,Trachurus capensis,Cape horse mackerel,2,3,Medium pelagics (30 - 89 cm),Perch-likes
600502,Sebastes entomelas,Widow rockfish,2,8,Medium pelagics (30 - 89 cm),Scorpionfishes
605923,Pseudocarcharias kamoharai,Crocodile shark,20,9,Large sharks (>=90 cm),Sharks & rays
600142,Thunnus alalunga,Albacore,3,4,Large pelagics (>=90 cm),Tuna & billfishes
602535,Alopias vulpinus,Thresher,20,9,Large sharks (>=90 cm),Sharks & rays
600474,Champsocephalus gunnari,Mackerel icefish,2,3,Medium pelagics (30 - 89 cm),Perch-likes
600088,Lamna nasus,Porbeagle,20,9,Large sharks (>=90 cm),Sharks & rays
600252,Mallotus villosus,Capelin,1,6,Small pelagics (<30 cm),"Salmon, smelts, etc"
602534,Alopias superciliosus,Bigeye thresher,20,9,Large sharks (>=90 cm),Sharks & rays
600752,Isurus oxyrinchus,Shortfin mako,20,9,Large sharks (>=90 cm),Sharks & rays
600226,Xiphias gladius,Swordfish,3,4,Large pelagics (>=90 cm),Tuna & billfishes
600217,Istiompax indica,Black marlin,3,4,Large pelagics (>=90 cm),Tuna & billfishes
600147,Thunnus thynnus,Atlantic bluefin tuna,3,4,Large pelagics (>=90 cm),Tuna & billfishes
606978,Magnisudis prionosa,Southern barracudina,18,12,Large reef assoc. fish (>=90 cm),Other fishes & inverts
600912,Sphyrna lewini,Scalloped hammerhead,20,9,Large sharks (>=90 cm),Sharks & rays
690271,Illex illecebrosus,Northern shortfin squid,25,12,Cephalopods,Other fishes & inverts
400206,Exocoetidae,Flyingfishes,1,12,Small pelagics (<30 cm),Other fishes & inverts
500036,Pseudohemiodon,Falsetooth catfishes,4,12,Small demersals (<30 cm),Other fishes & inverts
601530,Strangomera bentincki,Araucanian herring,1,2,Small pelagics (<30 cm),Herring-likes
6986547,Cymbium cymbium,pig's snout volute,1,1,Small pelagics (<30 cm),Anchovies
601124,Anisotremus virginicus,Porkfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
601240,Sphoeroides nephelus,Southern puffer,16,12,Small reef assoc. fish (<30 cm),Other fishes & inverts
600118,Scomber scombrus,Atlantic mackerel,2,3,Medium pelagics (30 - 89 cm),Perch-likes
600096,Euthynnus affinis,Kawakawa,3,4,Large pelagics (>=90 cm),Tuna & billfishes
601175,Cynoscion nothus,Silver seatrout,18,3,Large reef assoc. fish (>=90 cm),Perch-likes
690666,Cardisoma guanhumi,Blue land crab,27,10,"Lobsters, crabs",Crustaceans
600917,Sphyrna zygaena,Smooth hammerhead,20,9,Large sharks (>=90 cm),Sharks & rays
600326,Merluccius productus,North Pacific hake,14,5,Medium benthopelagics (30 - 89 cm),Cod-likes
600098,Euthynnus lineatus,Black skipjack,2,4,Medium pelagics (30 - 89 cm),Tuna & billfishes
600175,Elops saurus,Ladyfish,2,12,Medium pelagics (30 - 89 cm),Other fishes & inverts
690809,Strombus luhuanus,Strawberry conch,29,11,Other demersal invertebrates,Molluscs
612594,Aetomylaeus maculatus,Mottled eagle ray,1,1,Small pelagics (<30 cm),Anchovies
600077,Istiophorus platypterus,Indo-Pacific sailfish,3,4,Large pelagics (>=90 cm),Tuna & billfishes
601163,Anchoa nasus,Longnose anchovy,1,1,Small pelagics (<30 cm),Anchovies
601365,Trachurus trachurus,Atlantic horse mackerel,2,3,Medium pelagics (30 - 89 cm),Perch-likes
600089,Acanthocybium solandri,Wahoo,3,3,Large pelagics (>=90 cm),Perch-likes
690206,Dosidicus gigas,Jumbo flying squid,25,12,Cephalopods,Other fishes & inverts
603518,Pristigenys alta,Short bigeye,16,3,Small reef assoc. fish (<30 cm),Perch-likes
600751,Carcharodon carcharias,Great white shark,20,9,Large sharks (>=90 cm),Sharks & rays
690470,Ommastrephes bartramii,Neon flying squid,25,12,Cephalopods,Other fishes & inverts
600078,Istiophorus albicans,Atlantic sailfish,3,4,Large pelagics (>=90 cm),Tuna & billfishes
690039,Panulirus cygnus,Australian spiny lobster,27,10,"Lobsters, crabs",Crustaceans
601047,Sardinella maderensis,Madeiran sardinella,2,2,Medium pelagics (30 - 89 cm),Herring-likes
600753,Isurus paucus,Longfin mako,20,9,Large sharks (>=90 cm),Sharks & rays
603915,Tetrapturus angustirostris,Shortbill spearfish,3,4,Large pelagics (>=90 cm),Tuna & billfishes
600099,Alepisaurus ferox,Long snouted lancetfish,9,12,Large bathypelagics (>=90 cm),Other fishes & inverts
602543,Triakis semifasciata,Leopard shark,20,9,Large sharks (>=90 cm),Sharks & rays
602081,Rhincodon typus,Whale shark,20,9,Large sharks (>=90 cm),Sharks & rays
600090,Cetorhinus maximus,Basking shark,20,9,Large sharks (>=90 cm),Sharks & rays
608421,Bregmaceros mcclellandi,Unicorn cod,1,5,Small pelagics (<30 cm),Cod-likes
607118,Icichthys australis,Southern driftfish,2,3,Medium pelagics (30 - 89 cm),Perch-likes
601317,Tylosurus acus melanotus,Keeljawed needle fish,3,12,Large pelagics (>=90 cm),Other fishes & inverts
603196,Fundulus majalis,Striped killifish,18,12,Large reef assoc. fish (>=90 cm),Other fishes & inverts
690629,Tivela mactroides,Trigonal tivela,29,11,Other demersal invertebrates,Molluscs
690817,Asaphis deflorata,Gaudy asaphis,29,11,Other demersal invertebrates,Molluscs
601314,Platybelone argalus platyura,Keeled needlefish,2,12,Medium pelagics (30 - 89 cm),Other fishes & inverts
290276,Echinozoa,Sea urchins and sea cucumbers,29,12,Other demersal invertebrates,Other fishes & inverts
605761,Ostorhinchus lateralis,Humpback cardinal,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605767,Apogon taeniophorus,Reef-flat cardinalfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
600972,Ablennes hians,Flat needlefish,3,12,Large pelagics (>=90 cm),Other fishes & inverts
605687,Abudefduf septemfasciatus,Banded sergeant,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605696,Chrysiptera glauca,Grey demoiselle,16,3,Small reef assoc. fish (<30 cm),Perch-likes
607362,Epinephelus socialis,Surge grouper,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
658003,Gymnothorax thyrsoideus,Greyface moray,17,12,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts
610120,Aetomylaeus nichofii,Banded eagle ray,1,1,Small pelagics (<30 cm),Anchovies
604698,Scatophagus argus,Spotted scat,5,3,Medium demersals (30 - 89 cm),Perch-likes
625798,Cryptocentrus caeruleomaculatus,Bluespeckled prawngoby,4,3,Small demersals (<30 cm),Perch-likes
690801,Panulirus penicillatus,Pronghorn spiny lobster,27,10,"Lobsters, crabs",Crustaceans
601059,Hemiramphus brasiliensis,Ballyhoo halfbeak,2,12,Medium pelagics (30 - 89 cm),Other fishes & inverts
690177,Saccostrea cuccullata,Hooded oyster,29,11,Other demersal invertebrates,Molluscs
604351,Stegastes lividus,Stegastes lividus,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605693,Chrysiptera biocellata,Twinspot damselfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605630,Halichoeres margaritaceus,Pink-belly wrasse,16,3,Small reef assoc. fish (<30 cm),Perch-likes
606049,Istiblennius edentulus,Rippled rockskipper,4,3,Small demersals (<30 cm),Perch-likes
604926,Sphaeramia orbicularis,Orbiculate cardinalfish,4,3,Small demersals (<30 cm),Perch-likes
603069,Opsanus tau,Oyster toadfish,17,12,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts
600037,Ammodytes marinus,Lesser sand-eel,18,3,Large reef assoc. fish (>=90 cm),Perch-likes
605819,Scorpaenodes guamensis,Guam scorpionfish,16,8,Small reef assoc. fish (<30 cm),Scorpionfishes
690793,Lambis lambis,Common spider conch,29,11,Other demersal invertebrates,Molluscs
614303,Hemiramphus archipelagicus,Jumping halfbeak,2,12,Medium pelagics (30 - 89 cm),Other fishes & inverts
603189,Fundulus confluentus,Marsh killifish,18,12,Large reef assoc. fish (>=90 cm),Other fishes & inverts
690197,Corbicula japonica,Japanese corbicula,29,12,Other demersal invertebrates,Other fishes & inverts
605713,Plectroglyphidodon leucozonus,Singlebar devil,16,3,Small reef assoc. fish (<30 cm),Perch-likes
604736,Acanthurus guttatus,Whitespotted surgeonfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
690233,Corbicula fluminea,Asiatic clam,29,12,Other demersal invertebrates,Other fishes & inverts
690619,Panulirus gracilis,Blue spiny lobster,27,10,"Lobsters, crabs",Crustaceans
604588,Siganus guttatus,Goldlined spinefoot,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
690909,Cittarium pica,West Indian top shell,29,11,Other demersal invertebrates,Molluscs
606058,Salarias fasciatus,Jewelled blenny,16,3,Small reef assoc. fish (<30 cm),Perch-likes
690815,Actinopyga obesa,Plump sea cucumber,29,12,Other demersal invertebrates,Other fishes & inverts
603651,Stegastes leucostictus,Beaugregory,16,3,Small reef assoc. fish (<30 cm),Perch-likes
690810,Tectus pyramis,Pyramid top,29,11,Other demersal invertebrates,Molluscs
690302,Haliotis midae,Perlemoen abalone,29,11,Other demersal invertebrates,Molluscs
617304,Candidia barbata,Candidia barbata,4,12,Small demersals (<30 cm),Other fishes & inverts
690698,Sinonovacula constricta,Chinese razor clam,29,11,Other demersal invertebrates,Molluscs
605647,Thalassoma purpureum,Surge wrasse,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
605649,Thalassoma trilobatum,Christmas wrasse,16,3,Small reef assoc. fish (<30 cm),Perch-likes
604306,Acanthurus achilles,Achilles tang,16,3,Small reef assoc. fish (<30 cm),Perch-likes
690766,Trochus niloticus,Commercial top,29,11,Other demersal invertebrates,Molluscs
690804,Pinna bicolor,Bicolor pen shell,29,11,Other demersal invertebrates,Molluscs
690782,Dardanus megistos,Whitespotted hermit,27,10,"Lobsters, crabs",Crustaceans
690649,Lunarca ovalis,Oval blood ark,29,11,Other demersal invertebrates,Molluscs
690762,Thalamita crenata,Crenate swimming crab,27,10,"Lobsters, crabs",Crustaceans
601011,Trachinotus goodei,Great pompano,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
601049,Eucinostomus argenteus,Silver mojarra,4,3,Small demersals (<30 cm),Perch-likes
656326,Chrysiptera brownriggii,Surge damselfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
690127,Concholepas concholepas,False abalone,29,11,Other demersal invertebrates,Molluscs
600977,Tylosurus crocodilus,Hound needlefish,3,12,Large pelagics (>=90 cm),Other fishes & inverts
601258,Acanthurus lineatus,Lined surgeonfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
690807,Stichopus horrens,Selenka's sea cucumber,29,12,Other demersal invertebrates,Other fishes & inverts
690283,Crassostrea gigas,Pacific cupped oyster,29,11,Other demersal invertebrates,Molluscs
605643,Thalassoma hardwicke,Sixbar wrasse,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605550,Scarus niger,Dusky parrotfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
608053,Myrichthys colubrinus,Harlequin snake eel,18,12,Large reef assoc. fish (>=90 cm),Other fishes & inverts
690270,Mercenaria mercenaria,Northern quahog,29,11,Other demersal invertebrates,Molluscs
603837,Bathygobius soporator,Frillfin goby,18,3,Large reef assoc. fish (>=90 cm),Perch-likes
605814,Sebastapistes strongia,Barchin scorpionfish,16,8,Small reef assoc. fish (<30 cm),Scorpionfishes
690773,Conus ebraeus,Hebrew cone,29,11,Other demersal invertebrates,Molluscs
608314,Lepturacanthus savala,Savalai hairtail,15,3,Large benthopelagics (>=90 cm),Perch-likes
690771,Carpilius maculatus,Spotted reef crab,27,10,"Lobsters, crabs",Crustaceans
690769,Zosimus aeneus,Shallow reef crab,27,10,"Lobsters, crabs",Crustaceans
601851,Lethrinus harak,Thumbprint emperor,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
690911,Sepioteuthis sepioidea,Caribbean reef squid,25,12,Cephalopods,Other fishes & inverts
601119,Abudefduf saxatilis,Sergeant-major,16,3,Small reef assoc. fish (<30 cm),Perch-likes
690803,Parribacus antarcticus,Sculptured mitten lobster,27,10,"Lobsters, crabs",Crustaceans
690819,Bohadschia marmorata,Chalky cucumber,29,12,Other demersal invertebrates,Other fishes & inverts
690356,Metapenaeus joyneri,Shiba shrimp,26,10,Shrimps,Crustaceans
601730,Gymnothorax unicolor,Brown moray,5,12,Medium demersals (30 - 89 cm),Other fishes & inverts
690169,Scapharca cornea,Halfcrenated ark,29,11,Other demersal invertebrates,Molluscs
600274,Hypophthalmichthys molitrix,Silver carp,14,12,Medium benthopelagics (30 - 89 cm),Other fishes & inverts
690808,Strombus gibberulus,Gibbose conch,29,11,Other demersal invertebrates,Molluscs
605109,Labrichthys unilineatus,Tubelip wrasse,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605110,Dascyllus aruanus,Whitetail dascyllus,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605653,Crenimugil crenilabis,Fringelip mullet,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
690761,Terebra areolata,Fly spotted auger,29,11,Other demersal invertebrates,Molluscs
400009,Lamnidae,Mackerel/white sharks,20,9,Large sharks (>=90 cm),Sharks & rays
604561,Siganus vermiculatus,Vermiculated spinefoot,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
690908,Harpago chiragra,Chiragra spider conch,29,11,Other demersal invertebrates,Molluscs
690763,Tonna perdix,Pacific partridge tun,29,11,Other demersal invertebrates,Molluscs
690191,Anadara broughtoni,Inflated ark,29,11,Other demersal invertebrates,Molluscs
690770,Carpilius convexus,Red reef crab,27,10,"Lobsters, crabs",Crustaceans
690324,Asterias rubens,Red starfish,29,12,Other demersal invertebrates,Other fishes & inverts
602951,Scardinius erythrophthalmus,Rudd,14,12,Medium benthopelagics (30 - 89 cm),Other fishes & inverts
690677,Semele solida,Chilean semele,29,11,Other demersal invertebrates,Molluscs
690318,Pyura stolonifera,Red bait,29,12,Other demersal invertebrates,Other fishes & inverts
690680,Palaemon longirostris,Delta prawn,26,10,Shrimps,Crustaceans
690050,Tegillarca granosa,Granular ark,29,11,Other demersal invertebrates,Molluscs
690036,Mytilus planulatus,Australian mussel,29,11,Other demersal invertebrates,Molluscs
600428,Larimichthys crocea,Large yellow croaker,14,3,Medium benthopelagics (30 - 89 cm),Perch-likes
607945,Pelates quadrilineatus,Fourlined terapon,1,3,Small pelagics (<30 cm),Perch-likes
300007,Lamniformes,Mackerel sharks,20,9,Large sharks (>=90 cm),Sharks & rays
604740,Acanthurus sohal,Sohal surgeonfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
602584,Rhinoptera bonasus,Cownose ray,21,9,Small to medium rays (<90 cm),Sharks & rays
605831,Cirrhitus pinnulatus,Stocky hawkfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605806,Kyphosus vaigiensis,Brassy chub,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
609648,Zenarchopterus dispar,Feathered river garfish,1,12,Small pelagics (<30 cm),Other fishes & inverts
612895,Hyporhamphus dussumieri,Dussumier's halfbeak,17,12,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts
604739,Acanthurus nigrofuscus,Brown surgeonfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
601052,Eucinostomus melanopterus,Flagfin mojarra,18,3,Large reef assoc. fish (>=90 cm),Perch-likes
690614,Mithrax armatus,Armored spider crab,27,10,"Lobsters, crabs",Crustaceans
690752,Acanthocardia tuberculata,Tuberculate cockle,29,11,Other demersal invertebrates,Molluscs
690134,Tridacna squamosa,Fluted giant clam,29,11,Other demersal invertebrates,Molluscs
601890,Alepes melanoptera,Blackfin scad,1,1,Small pelagics (<30 cm),Anchovies
605659,Moolgarda seheli,Bluespot mullet,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
690767,Turbo setosus,Rough turban,29,11,Other demersal invertebrates,Molluscs
690816,Asaphis violascens,Pacific asaphis,29,11,Other demersal invertebrates,Molluscs
606660,Epinephelus hexagonatus,Starspotted grouper,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605825,Synanceia verrucosa,Stonefish,17,8,Medium reef assoc. fish (30 - 89 cm),Scorpionfishes
601141,Haemulon sciurus,Bluestriped grunt,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
601079,Megalops atlanticus,Tarpon,3,12,Large pelagics (>=90 cm),Other fishes & inverts
613954,Cyclopsetta querna,Toothed flounder,23,7,Small to medium flatfishes (<90 cm),Flatfishes
690790,Holothuria atra,Lollyfish,29,12,Other demersal invertebrates,Other fishes & inverts
690794,Lambis truncata,Giant spider conch,29,11,Other demersal invertebrates,Molluscs
600258,Esox lucius,Northern pike,6,6,Large demersals (>=90 cm),"Salmon, smelts, etc"
690180,Turbo cornutus,Horned turban,29,11,Other demersal invertebrates,Molluscs
600289,Silurus glanis,Wels catfish,6,12,Large demersals (>=90 cm),Other fishes & inverts
605562,Chaetodon ephippium,Saddle butterflyfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
690779,Cypraea tigris,Tiger cowrie,29,11,Other demersal invertebrates,Molluscs
690780,Cypraea ventriculus,Tummy cowrie,29,11,Other demersal invertebrates,Molluscs
606471,Epinephelus melanostigma,One-blotch grouper,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
605631,Halichoeres marginatus,Dusky wrasse,16,3,Small reef assoc. fish (<30 cm),Perch-likes
604984,Macropharyngodon meleagris,Blackspotted wrasse,16,3,Small reef assoc. fish (<30 cm),Perch-likes
690895,Soletellina diphos,Diphos sanguin,29,11,Other demersal invertebrates,Molluscs
690818,Bohadschia argus,Leopard fish,29,12,Other demersal invertebrates,Other fishes & inverts
605565,Chaetodon lunula,Raccoon butterflyfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
600998,Naucrates ductor,Pilotfish,2,3,Medium pelagics (30 - 89 cm),Perch-likes
601086,Mugil curema,White mullet,14,3,Medium benthopelagics (30 - 89 cm),Perch-likes
601062,Holocentrus rufus,Longspine squirrelfish,17,12,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts
690673,Tridacna maxima,Maxima clam,29,11,Other demersal invertebrates,Molluscs
601918,Caranx ruber,Bar jack,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
690147,Tridacna gigas,Giant clam,29,11,Other demersal invertebrates,Molluscs
601010,Trachinotus falcatus,Permit,18,3,Large reef assoc. fish (>=90 cm),Perch-likes
607311,Sargocentron tiereoides,Pink squirrelfish,16,12,Small reef assoc. fish (<30 cm),Other fishes & inverts
690411,Protothaca thaca,Taca clam,29,11,Other demersal invertebrates,Molluscs
690285,Leukoma staminea,Pacific littleneck clam,29,11,Other demersal invertebrates,Molluscs
607505,Hyporhamphus acutus acutus,Pacific halfbeak,16,12,Small reef assoc. fish (<30 cm),Other fishes & inverts
690048,Pinctada margaritifera,Pacific pearl-oyster,29,11,Other demersal invertebrates,Molluscs
600479,Zoarces viviparus,Eelpout,5,3,Medium demersals (30 - 89 cm),Perch-likes
605482,Cheilodipterus quinquelineatus,Fivelined cardinalfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
605648,Thalassoma quinquevittatum,Fivestripe wrasse,16,3,Small reef assoc. fish (<30 cm),Perch-likes
604614,Siganus argenteus,Streamlined spinefoot,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
604449,Photopectoralis bindus,Orangefin ponyfish,18,3,Large reef assoc. fish (>=90 cm),Perch-likes
690216,Solenocera crassicornis,Coastal mud shrimp,26,10,Shrimps,Crustaceans
602694,Allosmerus elongatus,Whitebait smelt,1,1,Small pelagics (<30 cm),Anchovies
690791,Holothuria edulis,Pinkfish,29,12,Other demersal invertebrates,Other fishes & inverts
690054,Litopenaeus stylirostris,Blue shrimp,26,10,Shrimps,Crustaceans
690777,Cypraea mappa,Map cowrie,29,11,Other demersal invertebrates,Molluscs
602565,Amblyraja radiata,Starry ray,1,1,Small pelagics (<30 cm),Anchovies
604911,Neoniphon sammara,Sammara squirrelfish,16,12,Small reef assoc. fish (<30 cm),Other fishes & inverts
690069,Jasus lalandii,Cape rock lobster,27,10,"Lobsters, crabs",Crustaceans
606572,Pygoplites diacanthus,Regal angelfish,16,3,Small reef assoc. fish (<30 cm),Perch-likes
490004,Ommastrephidae,Arrow squids,25,12,Cephalopods,Other fishes & inverts
601092,Mulloidichthys martinicus,Yellow goatfish,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
608121,Strongylura incisa,Reef needlefish,18,12,Large reef assoc. fish (>=90 cm),Other fishes & inverts
605656,Ellochelon vaigiensis,Squaretail mullet,17,3,Medium reef assoc. fish (30 - 89 cm),Perch-likes
